	Name_in_tree	Taxon	Clade	Subclade	Subclade_2	Max_age	Min_age	FL	FC	FML	FAP	HL	HC	HML	HAP	Juvenile	Bonebed
648	Daemonosaurus	Daemonosaurus	Theropoda	basal_theropod	basal_theropod	Norian	Norian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
649	CV00214	CV00214	Theropoda	Allosauroidea	Allosauroidea	Oxfordian	Early_Kimmeridgian	585	NA	NA	NA	270	NA	32	29	0	0
650	Concavenator	Concavenator_corcovatus	Theropoda	Allosauroidea	Allosauroidea	Late_Barremian	Late_Barremian	550	NA	NA	69	226	NA	NA	NA	0	0
651	not	Proceratosaurus_bradleyi	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Bathonian	Bathonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
652	Sinotyrannus	Sinotyrannus_kazuoensis	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Aptian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
653	Bistahieversor	Bistahieversor_sealeyi	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
654	Teratophoneus	Teratophoneus_curriei	Theropoda	Tyrannosauroidea	Tyrannosauroidea	Late_Campanian	Late_Campanian	757	266	83.3	NA	242	NA	33.4	37.5	0	0
655	Linhevenator	Linhevenator_tani	Theropoda	Troodontidae	Troodontidae	Late_Campanian	Late_Campanian	240	NA	22	NA	95	NA	11	NA	0	0
656	Xiaotingia	Xiaotingia_zhengi	Theropoda	Troodontidae	Troodontidae	Late_Bathonian	Early_Kimmeridgian	84	NA	6.4	6	71	NA	NA	NA	0	0
657	not	Jeholornis_palmapenis	Theropoda	Avialae	Avialae	Aptian	Aptian	57.9	NA	NA	6.25	NA	NA	NA	NA	0	0
658	Zhongornis	Zhongornis_haoae	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	15.3	NA	NA	1.8	15.9	NA	NA	NA	1	0
659	Shenqiornis	Shenquiornis_mengi	Theropoda	Avialae	Avialae	Early_Cretaceous	Early_Cretaceous	38.8	NA	NA	4.24	45	NA	NA	NA	0	0
660	Cathayornis	Cathayornis_chaubensis	Theropoda	Avialae	Avialae	Hauterivian	Early_Aptian	32	NA	NA	3	34	NA	NA	NA	1	0
661	Longicrusavis	Longicrusavis_houi	Theropoda	Avialae	Avialae	Late_Barremian	Early_Aptian	24.3	NA	2.17	NA	26	NA	NA	NA	0	0
662	Hollanda	Hollanda_luceria	Theropoda	Avialae	Avialae	Campanian	Campanian	NA	NA	9.1	9.7	NA	NA	NA	NA	0	0
663	not	Dalianraptor_cuhe	Theropoda	Avialae	Avialae	Aptian	Aptian	49	NA	NA	6	52	NA	NA	NA	0	0
664	Schizooura	Schizooura_lii	Theropoda	Avialae	Avialae	Aptian	Aptian	45	NA	NA	3.8	60	NA	NA	NA	0	0
665	Eoabelisaurus	Eoabelisaurus_mefi	Theropoda	Ceratosauria	Ceratosauria	Aalenian	Bajocian	640	NA	NA	83	335	NA	NA	NA	0	0
666	Machairasaurus	Machairasaurus_leptonychus	Theropoda	Oviraptorosauria	Oviraptorosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
667	Siamotyrannus	Siamotyrannus_isanensis	Theropoda	Allosauroidea	Allosauroidea	Barremian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
668	not	Probactrosaurus_mazongshanensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Barremian	Aptian	794	309	NA	NA	345	134.5	NA	NA	0	0
669	Abrictosaurus_consors	Abrictosaurus_consors	Ornithischia	Ornithischia	Ornithischia	Hettangian	Sinemurian	77.1	NA	6.2	8.4	53.5	NA	5.5	NA	0	0
670	Achelousaurus_horneri	Achelousaurus_horneri	Ornithischia	Ceratopsidae	Ceratopsidae	Campanian	Campanian	612	258	85.9	68.2	NA	NA	NA	NA	0	0
671	Acristavus_gagslarsoni	Acristavus_gagslarsoni	Ornithischia	Hadrosauroidea	Hadrosauroidea	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
672	Agilisaurus_louderbacki	Agilisaurus_louderbacki	Ornithischia	Ornithischia	Ornithischia	Bajocian	Callovian	198.5	NA	NA	NA	97	NA	NA	NA	0	0
673	Agujaceratops_mariscalensis	Agujaceratops_mariscalensis	Ornithischia	Ceratopsidae	Ceratopsidae	Campanian	Campanian	770	325	NA	NA	NA	220	NA	NA	0	0
674	not	Ahshislepelta_minor	Ornithischia	Ankylosauria	Ankylosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	310	NA	53	48	0	0
675	not	Ajkaceratops_kozmai	Ornithischia	Ceratopsia	Ceratopsia_3	Santonian	Santonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
676	not	Alaskacephale_gangloffi	Ornithischia	Pachycephalosauria	Pachycephalosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
677	not	Albalophosaurus_yamaguchiorum	Ornithischia	Ornithischia	Ornithischia	Valanginian	Valanginian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
678	Albertaceratops_nesmoi	Albertaceratops_nesmoi	Ornithischia	Ceratopsidae	Ceratopsidae	Middle_Campanian	Middle_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
679	not	Aletopelta_coombsi	Ornithischia	Ankylosauria	Ankylosauria	Late_Campanian	Late_Campanian	600	NA	108	NA	400	NA	100	NA	1	0
680	Altirhinus_kurzanovi	Altirhinus_kurzanovi	Ornithischia	Hadrosauroidea	Hadrosauroidea	Middle_Albian	Late_Albian	NA	NA	NA	NA	595	NA	92	NA	0	0
681	Amtocephale_gobiensis	Amtocephale_gobiensis	Ornithischia	Pachycephalosauria	Pachycephalosauria	Turonian	Santonian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
682	Amurosaurus_riabinini	Amurosaurus_riabinini	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	550	240	NA	NA	0	0
683	Anabisetia_saldiviai	Anabisetia_saldiviai	Ornithischia	Ornithischia	Ornithischia	Middle_Turonian	Late_Turonian	212	74.5	NA	NA	NA	NA	NA	NA	1	0
684	not	Anasazisaurus_horneri	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
685	Anchiceratops_ornatus	Anchiceratops_ornatus	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Early_Maastrichtian	740	NA	NA	150	523	NA	91	75	0	0
686	not	Angulomastacator_daviesi	Ornithischia	Hadrosauroidea	Hadrosauroidea	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
687	Animantarx_ramaljonesi	Animantarx_ramaljonesi	Ornithischia	Ankylosauria	Ankylosauria	Late_Albian	Early_Cenomanian	415	193	72	NA	298	155	NA	NA	0	0
688	Ankylosaurus_magniventris	Ankylosaurus_magniventris	Ornithischia	Ankylosauria	Ankylosauria	Late_Maastrichtian	Late_Maastrichtian	660	363	136.8	76.4	572	315	103.3	95.8	0	0
689	Anoplosaurus_curtonotus	Anoplosaurus_curtonotus	Ornithischia	Ankylosauria	Ankylosauria	Early_Cenomanian	Early_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
690	Antarctopelta_oliveroi	Antarctopelta_oliveroi	Ornithischia	Ankylosauria	Ankylosauria	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
691	Aralosaurus_tuberiferus	Aralosaurus_tuberiferus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Santonian	Early_Campanian	NA	NA	NA	NA	300	NA	NA	NA	0	0
692	Archaeoceratops_oshimai	Archaeoceratops_oshimai	Ornithischia	Ceratopsia	Ceratopsia_2	Barremian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
693	Archaeoceratops_yujingziensis	Archaeoceratops_yujingziensis	Ornithischia	Ceratopsia	Ceratopsia_2	Aptian	Albian	102	NA	12	12.5	NA	NA	NA	NA	1	0
694	Arenysaurus_ardevoli	Arenysaurus_ardevoli	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Maastrichtian	Late_Maastrichtian	711	NA	NA	NA	300	NA	NA	NA	0	0
695	Arrhinoceratops_brachyops	Arrhinoceratops_brachyops	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
696	Asiaceratops_salsopaludalis	Asiaceratops_salsopaludalis	Ornithischia	Ceratopsia	Ceratopsia_3	Early_Cenomanian	Early_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
697	not	Auroraceratops_rugosus	Ornithischia	Ceratopsia	Ceratopsia_2	Barremian	Albian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
698	Bactrosaurus_johnsoni	Bactrosaurus_johnsoni	Ornithischia	Hadrosauroidea	Hadrosauroidea	Turonian	Santonian	796	339	NA	103	NA	136	NA	NA	0	0
699	Bagaceratops_rozhdestvenskyi	Bagaceratops_rozhdestvenskyi	Ornithischia	Ceratopsia	Ceratopsia_3	Campanian	Campanian	103	NA	NA	NA	79.5	NA	NA	NA	0	0
700	Barilium_dawsoni	Barilium_dawsoni	Ornithischia	Iguanodontia	Iguanodontia	Valanginian	Valanginian	905	460	NA	NA	NA	NA	NA	NA	0	0
701	Barsboldia_sicinskii	Barsboldia_sicinskii	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
702	not	Batyrosaurus_rozhdestvenskyi	Ornithischia	Hadrosauroidea	Hadrosauroidea	Santonian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
703	not	Bissektipelta_archibaldi	Ornithischia	Ankylosauria	Ankylosauria	Middle_Turonian	Late_Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
704	Blasisaurus_canudoi	Blasisaurus_canudoi	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
705	not	Bolong_yixianensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Barremian	Early_Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
706	Brachylophosaurus_canadensis	Brachylophosaurus_canadensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Campanian	Campanian	NA	440	NA	NA	NA	221	NA	NA	0	0
707	Callovosaurus_leedsi	Callovosaurus_leedsi	Ornithischia	Iguanodontia	Iguanodontia	Middle_Callovian	Middle_Callovian	300	101	26	29	NA	NA	NA	NA	0	0
708	Camptosaurus_dispar	Camptosaurus_dispar	Ornithischia	Iguanodontia	Iguanodontia	Kimmeridgian	Tithonian	630	275	107.9	80.3	370	150	47.5	39.8	0	0
709	Cedarpelta_bilbeyhallorum	Cedarpelta_bilbeyhallorum	Ornithischia	Ankylosauria	Ankylosauria	Late_Albian	Early_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
710	Cedarorestes_crichtoni	Cedrorestes_crichtoni	Ornithischia	Iguanodontia	Iguanodontia	Barremian	Barremian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
711	Centrosaurus_apertus	Centrosaurus_apertus	Ornithischia	Ceratopsidae	Ceratopsidae	Campanian	Campanian	795	286	84.8	99.3	563	249	99	NA	0	0
712	Centrosaurus_brinkmani	Centrosaurus_brinkmani	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
713	Cerasinops_hodgskissi	Cerasinops_hodgskissi_	Ornithischia	Ceratopsia	Ceratopsia_2	Campanian	Campanian	352	NA	NA	36	260.3	NA	30	28	0	0
714	Changchunsaurus_parvus	Changchunsaurus_parvus	Ornithischia	Ornithischia	Ornithischia	Late_Albian	Early_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
715	Chaoyangsaurus_youngi	Chaoyangsaurus_youngi	Ornithischia	Ceratopsia	Ceratopsia_1	Late_Tithonian	Valanginian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
716	Charonosaurus_jiayinensis	Charonosaurus_jiayinensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Maastrichtian	Late_Maastrichtian	1350	NA	NA	NA	NA	NA	NA	NA	0	1
717	Chasmosaurus_belli	Chasmosaurus_belli	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	825	325	94.6	100	580	254	80.3	65.6	0	0
718	Chasmosaurus_russelli	Chasmosaurus_russelli	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	716	335	97.6	76.5	553	270	91	70.4	0	0
719	Chungkingosaurus_jiangbeiensis	Chungkingosaurus_jiangbeiensis	Ornithischia	Stegosauria	Stegosauria	Oxfordian	Early_Kimmeridgian	670	NA	110	NA	440	NA	91	NA	0	0
720	Claosaurus_agilis	Claosaurus_agilis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Coniacian	Early_Campanian	697	NA	NA	99	360.5	NA	NA	46	0	0
721	Coahuilaceratops_magnacuerna	Coahuilaceratops_magnacuerna	Ornithischia	Ceratopsidae	Ceratopsidae	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
722	Colepiocephale_lambei	Colepiocephale_lambei	Ornithischia	Pachycephalosauria	Pachycephalosauria	Middle_Campanian	Middle_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
723	Corythosaurus_casuarius	Corythosaurus_casuarius	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	1080	NA	NA	130	585	NA	NA	NA	0	0
724	Corythosaurus_intermedius	Corythosaurus_intermedius	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	1058.8	365	86.6	108	536.3	237.5	79.5	69.2	0	0
725	not	Craspedodon_lonzeensis	Ornithischia	Iguanodontia	Iguanodontia	Santonian	Early_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
726	Crichtonsaurus_benxiensis	Crichtonsaurus_benxiensis	Ornithischia	Ankylosauria	Ankylosauria	Cenomanian	Turonian	320	NA	49	NA	230	NA	36	NA	0	0
727	Crichtonsaurus_bohlini	Crichtonsaurus_bohlini	Ornithischia	Ankylosauria	Ankylosauria	Cenomanian	Turonian	343	NA	67	NA	240	NA	51	NA	0	0
728	Cumnoria_prestwichii	Cumnoria_prestwichii	Ornithischia	Iguanodontia	Iguanodontia	Kimmeridgian	Kimmeridgian	NA	NA	NA	NA	297	NA	38	29	1	0
729	Dacentrurus_armatus	Dacentrurus_armatus	Ornithischia	Stegosauria	Stegosauria	Late_Kimmeridgian	Late_Kimmeridgian	1232	NA	165	NA	760	370	123	92	0	0
730	Dakotadon_lakotaensis	Dakotadon_lakotaensis	Ornithischia	Iguanodontia	Iguanodontia	Barremian	Barremian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
731	not	Delapparentia_turolensis	Ornithischia	Iguanodontia	Iguanodontia	Early_Barremian	Early_Barremian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
732	Diabloceratops_eatoni	Diabloceratops_eatoni	Ornithischia	Ceratopsidae	Ceratopsidae	Early_Campanian	Middle_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
733	not	Draconyx_loureiroi	Ornithischia	Iguanodontia	Iguanodontia	Tithonian	Tithonian	NA	NA	66	64	NA	NA	NA	NA	0	0
734	not	Dracopelta_zbyszewskii	Ornithischia	Ankylosauria	Ankylosauria	Late_Tithonian	Late_Tithonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
735	not	Drinker_nisti	Ornithischia	Ornithischia	Ornithischia	Kimmeridgian	Tithonian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
736	Dryosaurus_altus	Dryosaurus_altus	Ornithischia	Iguanodontia	Iguanodontia	Kimmeridgian	Tithonian	350	138	42.1	40.3	191	63	20.8	18.8	1	0
737	Dyoplosaurus_acutesquamous	Dyoplosaurus_acutesquamous	Ornithischia	Ankylosauria	Ankylosauria	Campanian	Campanian	562	273	103.2	45.8	NA	NA	NA	NA	0	0
738	Dysalotosaurus_lettowvorbecki	Dysalotosaurus_lettowvorbecki	Ornithischia	Iguanodontia	Iguanodontia	Kimmeridgian	Kimmeridgian	343	134	45	36	NA	NA	NA	NA	0	0
739	Echinodon_becklesii	Echinodon_becklesii	Ornithischia	Ornithischia	Ornithischia	Berriasian	Berriasian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
740	Edmontonia_longiceps	Edmontonia_longiceps	Ornithischia	Ankylosauria	Ankylosauria	Campanian	Campanian	663	276	NA	NA	478	240	94.3	48.3	0	0
741	Edmontonia_rugosidens	Edmontonia_rugosidens	Ornithischia	Ankylosauria	Ankylosauria	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	420	209	78.3	49.1	0	0
742	Edmontosaurus_annectens	Edmontosaurus_annectens	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Maastrichtian	Late_Maastrichtian	1147.7	512.3	NA	140	680.5	250.5	84.7	64.7	0	0
743	Edmontosaurus_regalis	Edmontosaurus_regalis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Early_Maastrichtian	1242.5	532	147	146.5	697.5	270	97.3	64.5	0	0
744	Einiosaurus_procurvicornis	Einiosaurus_procurvicornis	Ornithischia	Ceratopsidae	Ceratopsidae	Campanian	Campanian	644	NA	NA	NA	NA	NA	NA	NA	0	1
745	Elrhazosaurus_nigeriensis	Elrhazosaurus_nigeriensis	Ornithischia	Iguanodontia	Iguanodontia	Aptian	Albian	224	90	26.3	26.8	NA	NA	NA	NA	0	0
746	Emausaurus_ernsti	Emausaurus_ernsti	Ornithischia	Thyreophora	Thyreophora	Early_Toarcian	Early_Toarcian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
747	not	Eocursor_parvus	Ornithischia	Ornithischia	Ornithischia	Norian	Rhaetian	109	NA	9.2	12.4	67	NA	NA	NA	1	0
748	Eolambia_caroljonesa	Eolambia_caroljonesa	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Albian	Early_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
749	Eotriceratops_xerinsularis	Eotriceratops_xerinsularis	Ornithischia	Ceratopsidae	Ceratopsidae	Early_Maastrichtian	Early_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
750	Equijubus_normani	Equijubus_normani	Ornithischia	Hadrosauroidea	Hadrosauroidea	Barremian	Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
751	Euoplocephalus_tutus	Euoplocephalus_tutus	Ornithischia	Ankylosauria	Ankylosauria	Late_Campanian	Late_Campanian	547.5	278	NA	NA	415	244	82	NA	0	0
752	not	Ferganocephale_adenticulatum	Ornithischia	Pachycephalosauria	Pachycephalosauria	Callovian	Callovian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
753	Fruitadens_haagarorum	Fruitadens_haagarorum	Ornithischia	Ornithischia	Ornithischia	Early_Tithonian	Early_Tithonian	42.2	19.6	NA	NA	36.7	NA	2.7	NA	0	0
754	Fukuisaurus_tetoriensis	Fukuisaurus_tetoriensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Barremian	Barremian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
755	Gargoyleosaurus_parkpinorum	Gargoyleosaurus_parkpinorum	Ornithischia	Ankylosauria	Ankylosauria	Kimmeridgian	Tithonian	465	193	75	58	292	175	60	50	0	0
756	Gasparinisaura_cincosaltensis	Gasparinisaura_cincosaltensis	Ornithischia	Ornithischia	Ornithischia	Early_Campanian	Middle_Campanian	NA	55	NA	NA	NA	NA	NA	NA	0	0
757	Gastonia_burgei	Gastonia_burgei	Ornithischia	Ankylosauria	Ankylosauria	Barremian	Barremian	590	258	NA	NA	320	177	NA	NA	0	1
758	Gideonmantellia_amosanjuanae	Gideonmantellia_amosanjuanae	Ornithischia	Ornithischia	Ornithischia	Barremian	Barremian	112.9	NA	11.5	13.2	NA	NA	NA	NA	1	0
759	not	Gigantspinosaurus_sichuanensis	Ornithischia	Stegosauria	Stegosauria	Oxfordian	Early_Kimmeridgian	673	278	88	60	435	235	70	65	0	0
760	Gilmoreosaurus_mongolensis	Gilmoreosaurus_mongolensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Turonian	Santonian	695	280	NA	NA	315	142	NA	NA	0	1
761	not	Glyptodontopelta_mimus	Ornithischia	Ankylosauria	Ankylosauria	Late_Maastrichtian	Late_Maastrichtian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
762	Gobisaurus_domoculus	Gobisaurus_domoculus	Ornithischia	Ankylosauria	Ankylosauria	Turonian	Turonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
763	not	Gongbusaurus_wucaiwanensis	Ornithischia	Ornithischia	Ornithischia	Callovian	Oxfordian	NA	NA	NA	NA	75	NA	7.4	NA	0	0
764	Goyocephale_lattimorei	Goyocephale_lattimorei	Ornithischia	Pachycephalosauria	Pachycephalosauria	Late_Campanian	Early_Maastrichtian	NA	NA	NA	NA	92	NA	NA	NA	0	0
765	Graciliceratops_mongoliensis	Graciliceratops_mongoliensis	Ornithischia	Ceratopsia	Ceratopsia_3	Cenomanian	Santonian	96	NA	10.2	10.8	84.7	NA	7.1	NA	0	0
766	not	Gravitholus_albertae	Ornithischia	Pachycephalosauria	Pachycephalosauria	Middle_Campanian	Middle_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
767	Gryphoceratops_morrisoni	Gryphoceratops_morrisoni	Ornithischia	Ceratopsia	Ceratopsia_3	Late_Santonian	Late_Santonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
768	Gryposaurus_latidens	Gryposaurus_latidens	Ornithischia	Hadrosauroidea	Hadrosauroidea	Campanian	Campanian	1120	397.5	NA	137.8	758	251	NA	98.8	0	0
769	Gryposaurus_monumentensis	Gryposaurus_monumentensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Late_Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
770	Gryposaurus_notabilis	Gryposaurus_notabilis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Campanian	Campanian	1135	445	NA	128.6	506	208	NA	57.7	0	0
771	Hanssuesia_sternbergi	Hanssuesia_sternbergi	Ornithischia	Pachycephalosauria	Pachycephalosauria	Campanian	Campanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
772	Haya_griva	Haya_griva	Ornithischia	Ornithischia	Ornithischia	Santonian	Santonian	131	NA	NA	17.5	86	NA	NA	10	1	0
773	not	Helioceratops_brachygnathus	Ornithischia	Ceratopsia	Ceratopsia_2	Late_Albian	Early_Cenomanian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
774	Heterodontosaurus_tucki	Heterodontosaurus_tucki	Ornithischia	Ornithischia	Ornithischia	Hettangian	Sinemurian	111.5	NA	NA	NA	83.5	NA	NA	NA	0	0
775	Hexinlusaurus_multidens	Hexinlusaurus_multidens	Ornithischia	Ornithischia	Ornithischia	Bajocian	Callovian	NA	NA	NA	NA	158.3	NA	15	NA	0	0
776	Hexinlusaurus_multidens	Hexinlusaurus_multidens	Ornithischia	Ornithischia	Ornithischia	Bajocian	Callovian	153.4	NA	11.9	18.8	101.3	NA	10.9	6.6	1	0
777	Hippodraco_scutodens	Hippodraco_scutodens	Ornithischia	Iguanodontia	Iguanodontia	Barremian	Barremian	NA	NA	NA	NA	323	NA	NA	NA	1	0
778	Homalocephale_calathocercos	Homalocephale_calathocercos	Ornithischia	Pachycephalosauria	Pachycephalosauria	Late_Campanian	Early_Maastrichtian	212	83	25.2	NA	NA	NA	NA	NA	0	0
779	not	Hongshanosaurus_houi	Ornithischia	Ceratopsia	Ceratopsia_2	Late_Barremian	Early_Aptian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
780	Hoplitosaurus_marshi	Hoplitosaurus_marshi	Ornithischia	Ankylosauria	Ankylosauria	Barremian	Barremian	480	210	90	41	NA	NA	NA	NA	0	0
781	Huayangosaurus_taibaii	Huayangosaurus_taibaii	Ornithischia	Stegosauria	Stegosauria	Bajocian	Callovian	575	NA	NA	NA	519	NA	NA	NA	0	0
782	not	Huehuecanauhtlus_tiquichensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Santonian	Santonian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
783	Hungarosaurus_tormai	Hungarosaurus_tormai	Ornithischia	Ankylosauria	Ankylosauria	Santonian	Santonian	490	175	NA	NA	455	160	57	NA	0	0
784	Hylaeosaurus_armatus	Hylaeosaurus_armatus	Ornithischia	Ankylosauria	Ankylosauria	Valanginian	Valanginian	NA	NA	NA	NA	440	200	60	62	0	0
785	Hypacrosaurus_altispinus	Hypacrosaurus_altispinus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Late_Campanian	Early_Maastrichtian	1074	395	NA	NA	510	222	NA	92	0	0
786	Hypacrosaurus_stebingeri	Hypacrosaurus_stebingeri	Ornithischia	Hadrosauroidea	Hadrosauroidea	Campanian	Campanian	1190	448	142.4	100.1	NA	NA	NA	NA	0	0
787	not	Hypselospinus_fittoni	Ornithischia	Iguanodontia	Iguanodontia	Valanginian	Valanginian	833	NA	125	127	NA	NA	NA	NA	0	0
788	Hypsilophodon_foxi	Hypsilophodon_foxi	Ornithischia	Ornithischia	Ornithischia	Late_Barremian	Late_Barremian	173	70	21.2	22.2	147	50	NA	NA	0	0
789	Iguanacolossus_fortis	Iguanacolossus_fortis	Ornithischia	Iguanodontia	Iguanodontia	Barremian	Barremian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
790	Iguanodon_bernissartensis	Iguanodon_bernissartensis	Ornithischia	Iguanodontia	Iguanodontia_3	Barremian	Early_Aptian	1038.8	490	153.7	144.1	818	337.5	116.3	89.9	0	0
791	Iguanodon_seeleyi	Iguanodon_seeleyi	Ornithischia	Iguanodontia	Iguanodontia_3	Barremian	Early_Aptian	NA	639	NA	NA	NA	397	NA	NA	0	0
792	Jaxartosaurus_aralensis	Jaxartosaurus_aralensis	Ornithischia	Hadrosauroidea	Hadrosauroidea	Coniacian	Santonian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
793	Jeholosaurus_shangyuanensis	Jeholosaurus_shangyuanensis	Ornithischia	Ornithischia	Ornithischia	Late_Barremian	Early_Aptian	135.5	50.2	NA	NA	NA	NA	NA	NA	0	0
794	Jeyawati_rugoculus	Jeyawati_rugoculus	Ornithischia	Hadrosauroidea	Hadrosauroidea	Middle_Turonian	Middle_Turonian	NA	NA	NA	NA	NA	NA	NA	NA	1	0
795	not	Jiangjunosaurus_junggarensis	Ornithischia	Stegosauria	Stegosauria	Oxfordian	Oxfordian	NA	NA	NA	NA	NA	NA	NA	NA	0	0
796	Jinzhousaurus_yangi	Jinzhousaurus_yangi	Ornithischia	Hadrosauroidea	Hadrosauroidea	Aptian	Aptian	625	NA	NA	NA	420	NA	58.5	NA	0	0
797	Kangnasaurus_coetzeei	Kangnasaurus_coetzeei	Ornithischia	Iguanodontia	Iguanodontia	Late_Cretaceous	Late_Cretaceous	383	162	NA	NA	NA	NA	NA	NA	1	0
798	Kentrosaurus_aethiopicus	Kentrosaurus_aethiopicus	Ornithischia	Stegosauria	Stegosauria	Late_Kimmeridgian	Tithonian	645	245	84	62	353	210	65	57	0	1
